KK_results,SRRR_results,SRHC_results,SRSA_results,PRRR_results,PRHC_results,PRSA_results
0.001015000000000002,0.33963699999999997,0.131973,0.37609099999999995,2.901504,2.4942840000000004,6.695843999999999
0.0014660000000006335,0.33485600000000026,0.1317769999999996,0.3679539999999992,2.954559999999999,2.7200370000000014,6.1992709999999995
0.0014690000000001646,0.3129640000000009,0.12294100000000086,0.33034600000000225,2.811527999999999,2.527229000000002,6.210964999999998
0.0014809999999982892,0.31029499999999643,0.11814100000000138,0.33956799999999987,2.716028999999999,2.516846000000001,6.108475999999996
0.0007129999999975212,0.3200289999999981,0.13565400000000238,0.35720899999999745,2.7787390000000016,2.412337000000001,6.059998
0.0014690000000001646,0.31983600000000223,0.119332,0.3302010000000024,2.781089999999999,2.466784000000004,6.150957000000005
0.0010040000000088867,0.3035979999999938,0.11759200000000192,0.3386849999999981,2.7301489999999973,2.3210359999999923,6.090087999999994
0.0014759999999967022,0.3152539999999959,0.1197389999999956,0.3416699999999935,2.7666169999999966,2.5126729999999924,6.101446999999993
0.0014970000000005257,0.31595299999999327,0.11871600000000626,0.33868900000000224,2.7455850000000055,2.2800550000000044,6.222082999999998
0.00145700000000204,0.31664200000000164,0.12224299999999744,0.32971299999999815,2.702616000000006,2.7833650000000034,6.569361000000001
